project_id,project_name,agency,state,prediction_month,evaluation_month,last_observed_month,original_completion_date,last_known_physical_progress,last_known_revised_completion_date,whether_in_completed_projects,whether_reappears_in_later_reports,suspected_exit_reason,confidence_or_evidence,final_resolution_status
N22000470,"SHAHGANJ-BHATNI-PHEPHNA-INDARA, MAU- SHAHGANJ (EXCL. MAU-INDARA) PATCH DOUBLING. 4-2016 12/2024",NER,RAILWAYS,2025-05,2025-08,2025-05,2024-12,81.0,2025-08,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N22000485,ANUPPUR-KATNI 4-2015 12/2021,SECR,RAILWAYS,2025-05,2025-08,2025-05,2021-12,100.0,2025-03,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N22000504,ANAND GODHRA DOUBLING PROJECT 79 KMS 4-2017 12/2024,WR,RAILWAYS,2025-05,2025-08,2025-05,2024-12,99.0,2025-06,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N22000510,PURULIA TO KOTSHILA DOUBLING (39.1 KM) 4-2018 12/2024,SER,RAILWAYS,2025-05,2025-08,2025-05,2024-12,100.0,2025-03,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N22000511,PACHORA-JAMNER WITH EXTENSION UPTO MALKAPUR NG TO BG 8-2022 8/2027,CR,RAILWAYS,2025-05,2025-08,2025-05,2027-08,,2029-03,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N22000515,KALYAN-MURBAD VIA ULHASNAGAR 2-2023 3/2027,UMBRELLA WORK,RAILWAYS,2025-05,2025-08,2025-05,2027-03,,2027-03,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N22000518,TALCHER - ANGUL NEW LINE WITH Y CONNECTION AT TALCHER 7-2018 12/2026,ECOR,ROAD TRANSPORT AND HIGHWAYS,2025-05,2025-08,2025-05,2026-12,,2026-12,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N22000519,KODINGAMALI BAUXITE MINES TO SINGARAM RAILWAY STATION 8-2022 8/2027,ECOR,ROAD TRANSPORT AND HIGHWAYS,2025-05,2025-08,2025-05,2027-08,,2027-08,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N22000522,BAGHUAPAL FLY OVER (20 KM) 8-2019 8/2027,ECOR,ROAD TRANSPORT AND HIGHWAYS,2025-05,2025-08,2025-05,2027-08,,2027-08,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N22000525,SURFACE TRIANGLE LINE BETWEEN BHADURA STATION AND NEW CROSSING STN KARMA DOUBLING 10-2022 10/2027,ECR,RAILWAYS,2025-05,2025-08,2025-05,2027-10,,2027-10,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N22000526,JHAJHA - BATIA (UMBRELLA WORK PB#23/2018-19/NR) 2-2019 6/2028,ECR,"1,830.13 98.87 ROAD TRANSPORT AND HIGHWAYS",2025-05,2025-08,2025-05,2028-06,,2026-12,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N22000528,SONENAGAR BYE PASS LINE FROM CHIRALAPOTHU TO BAGHA BISHUNPUR 10-2022 10/2027,ECR,"1,830.13 98.87 ROAD TRANSPORT AND HIGHWAYS",2025-05,2025-08,2025-05,2027-10,,2026-12,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N22000533,QUADRUPLING BETWEEN GANDHIDHAM - ADIPUR WITH Y CONNECTION AT ADIPUR FOR PROVIDING DIRECT ENTRY TOWAR 2-2023 12/2025,WR,RAILWAYS,2025-05,2025-08,2025-05,2025-12,60.0,2025-12,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N22000537,HIMMATNAGAR-KHEDBRAHMA (54.83 KM) 6-2022 2/2030,WR,RAILWAYS,2025-05,2025-08,2025-05,2030-02,91.0,2025-06,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N22000547,VIJAPUR-AMBLIYASAN (41.53 KM) 5-2022 3/2030,WR,RAILWAYS,2025-05,2025-08,2025-05,2030-03,85.0,2025-07,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N22000548,ADRAJ MOTI-VIAJAPUR (39.75 KM) 5-2022 5/2030,WR,RAILWAYS,2025-05,2025-08,2025-05,2030-05,80.0,2030-05,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N22000555,"PENUKONDA-DHARMAVARAM, EXCL. DHARMAVARAM (41.5 KM) 4-2019 3/2026",SWR,RAILWAYS,2025-05,2025-08,2025-05,2026-03,60.0,2025-12,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N22000556,MALUGUR-PALASAMUDRAM (17.98 KM) 9-2022 12/2025,PB#29/NR/2022-23,RAILWAYS,2025-05,2025-08,2025-05,2025-12,12.0,2026-12,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N22000566,BAHRAICH - NANPARA -NEPALGANJ (56.15 KM) 7-2020 12/2024,NER,RAILWAYS,2025-05,2025-08,2025-05,2024-12,22.0,2025-06,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N22000568,CHENNAI BEACH-CHENNAI EGMORE (4.3 KM) (UMBRELLA WORK PB#57/2019-20/NR) 3-2022 3/2026,SR,RAILWAYS,2025-05,2025-08,2025-05,2026-03,95.0,2025-03,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N22000570,KATIHAR-KUMEDPUR AND KATIHAR- MUKURIA (64.5 KM) (UMBRELLA WORK PB#57/2019-20/NR) 8-2022 8/2027,NFR,"1,830.13 98.87 ROAD TRANSPORT AND HIGHWAYS",2025-05,2025-08,2025-05,2027-08,35.0,2026-08,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N22000571,ROURKELA-BONDAMUNDA A-CABIN 5TH LINE (10 KM) (UMBRELLA WORK PB#57/2019- 20/NR) 9-2022 9/2026,SER,ROAD TRANSPORT AND HIGHWAYS,2025-05,2025-08,2025-05,2026-09,30.0,2026-02,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N22000589,9-2020 3/2025,NR,RAILWAYS,2025-05,2025-08,2025-05,2025-03,98.0,2025-07,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N22000591,DOUBLING BETWEEN JAUNPUR JN- ZAFFARABAD (6.28 KM) 3-2023 12/2026,NR,RAILWAYS,2025-05,2025-08,2025-05,2026-12,10.0,2026-12,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N22000594,DEDICATED TEST TRACK FOR RDSO 11-2021 11/2026,PHASE II,RAILWAYS,2025-05,2025-08,2025-05,2026-11,82.0,2025-12,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N22000596,JANGHAI-PHAPHAMAU - DOUBLING WITH ELECTRIFICATION (46.79 KM) 11-2018 3/2025,RVNL,RAILWAYS,2025-05,2025-08,2025-05,2025-03,,2025-03,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N22000599,3RD LINE BETWEEN DHANBAD SONNAGAR 11-2016 3/2026,RVNL,ROAD TRANSPORT AND HIGHWAYS,2025-05,2025-08,2025-05,2026-03,,2026-03,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N22000600,JUNAGARH -VISAVADAR (42.28) KM 6-2022 9/2028,RVNL,RAILWAYS,2025-05,2025-08,2025-05,2028-09,,2026-12,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N22000605,DOUBLING BETWEEN CHURU-RATANGARH 2-2023 2/2028,42.81 KM,RAILWAYS,2025-05,2025-08,2025-05,2028-02,90.0,2025-06,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N22000610,GARHWA ROAD - RAIL OVER RAIL 3-2017 6/2024,ECR,ROAD TRANSPORT AND HIGHWAYS,2025-05,2025-08,2025-05,2024-06,70.0,2026-02,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N22000612,MATHURA - VRINDAVAN (11 KM) 8-2022 6/2025,NCR,RAILWAYS,2025-05,2025-08,2025-05,2025-06,,2025-06,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N22000613,DOMINGARH - GORAKHPUR - GORAKHPUR CANTT - KUSUMHI - 3RD RUNNING LINE 11-2016 2/2025,21.15 KM,ROAD TRANSPORT AND HIGHWAYS,2025-05,2025-08,2025-05,2025-02,86.0,2025-07,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N22000614,FEROZPUR - PATTI (25.72 KM) 4-2017 3/2027,NR,RAILWAYS,2025-05,2025-08,2025-05,2027-03,,2027-03,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N22000616,CHIRIMIRI-NAGPUR HALT 10-2018 6/2030,SECR,385.27 60.00 ROAD TRANSPORT AND HIGHWAYS,2025-05,2025-08,2025-05,2030-06,,2030-06,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N22000618,MORAPPUR-DHARMAPURI 2-2019 3/2028,SR,RAILWAYS,2025-05,2025-08,2025-05,2028-03,1.0,2028-03,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N22000628,EAST WEST METRO CORRIDOR KOLKATA 2-2009 9/2016,KOMRCL,RAILWAYS,2025-05,2025-08,2025-05,2016-09,,2016-09,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N22000630,KALIPAHARI - BAKHTARNAGAR 5TH LINE 4-2024 6/2027,17.61 KM,RAILWAYS,2025-05,2025-08,2025-05,2027-06,,2027-06,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N24000165,PATNA-MUZZAFFARPUR 8-2010 2/2013,NHAI,"1,830.13 98.87 ROAD TRANSPORT AND HIGHWAYS",2025-05,2025-08,2025-05,2013-02,,,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N24000245,REHABILITATION AND UPGRADATION OF NH -565 FROM KM 1.00 TO 86.057 (NAKREKAL TO NAGARJUNSAGAR DAM SECT 1-2014 3/2016,MoRTH,ROAD TRANSPORT AND HIGHWAYS,2025-05,2025-08,2025-05,2016-03,72.15,2019-09,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N24000247,REHABILITATION AND UPGRADATION OF NH-221 FROM KM 121/0 TO 165/00 (OF VIJAYAWADA-JAGDALPUR RUDRAMPUR 10-2014 2/2017,MoRTH,ROAD TRANSPORT AND HIGHWAYS,2025-05,2025-08,2025-05,2017-02,98.15,2017-02,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N24000248,EPC- CORRIDOR APPROACH WORKS - NH (O): WIDENING EXISTING 2 LANE TO 2 LANE WITH PAVED SHOULDERS IN KM 3-2015 1/2017,MoRTH,ROAD TRANSPORT AND HIGHWAYS,2025-05,2025-08,2025-05,2017-01,93.81,2017-01,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N24000334,STRENGTHENING AND WIDENING TO TWO LANE WITH PAVED SHOULDERS FROM KM.106.00 TO 153.00 OF NH-218 BIJAP 3-2015 11/2015,MoRTH,ROAD TRANSPORT AND HIGHWAYS,2025-05,2025-08,2025-05,2015-11,98.99,2024-08,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N24000463,4 LANING OF NH-31D FROM GHOSHPUKUR - SALSALABARI ( KM 0.00 TO KM . 83.785) 12-2015 6/2018,NHAI,ROAD TRANSPORT AND HIGHWAYS,2025-05,2025-08,2025-05,2018-06,100.0,2023-08,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N24000465,4-LANING OF KASHIPUR-SITARGANJ SECTION 11-2012 8/2016,AMR,ROAD TRANSPORT AND HIGHWAYS,2025-05,2025-08,2025-05,2016-08,,2016-08,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N24000488,FOUR LANING OF UDHAMBUR - RAMBAN SECTION OF NH-1A 12-2015 12/2018,NHAI,ROAD TRANSPORT AND HIGHWAYS,2025-05,2025-08,2025-05,2018-12,99.5,2025-06,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N24000531,REHABILITATION AND UPGRADING TO 2 LANES/2 LANE WITH PAVED SHOULDERS (KM 40 TO KM 219.945) OF NH-104 2-2016 11/2018,MoRTH,HIGHWAYS,2025-05,2025-08,2025-05,2018-11,99.0,2025-05,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N24000560,NAGPUR RING ROAD PACKAGE-2 3-2016 7/2019,NHAI,ROAD TRANSPORT AND HIGHWAYS,2025-05,2025-08,2025-05,2019-07,99.99,2025-05,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N24000564,4-LANNING OF HARIDWAR-NAGINA SECTION OF NH 74 FROM (KM 204.300 OF NH 58) TO KM 73.00 3-2016 7/2020,NHAI,ROAD TRANSPORT AND HIGHWAYS,2025-05,2025-08,2025-05,2020-07,88.97,2025-07,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N24000576,CONSTRUCTION OF REHABILITATION AND UPGRADING TO 2 LANES/2 LANE(FOR LOT-I- KM 40.00 TO KM 65.400 AND K 2-2016 5/2016,MoRTH,HIGHWAYS,2025-05,2025-08,2025-05,2016-05,98.0,2025-05,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N24000578,"PROCUREMENT, AND CONSTRUCTION OF REHABILITATION AND UPGRADING TO 2 LANES/2 LANE(FOR LOT-III-KM 156.5 2-2016 5/2016",MoRTH,HIGHWAYS,2025-05,2025-08,2025-05,2016-05,98.0,2025-05,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N24000649,SIX LANNING FROM KM. 401.200 TO 494.410 OF NH-8 ON HYBRID ANNUITY MODE UNDER NHDP-V(PKG VI)REG. 1-2017 12/2020,NHAI,ROAD TRANSPORT AND HIGHWAYS,2025-05,2025-08,2025-05,2020-12,90.41,2025-10,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N24000683,TWO LANING OF JORAM KOLORIANG ROAD (NH 713) ON EPC BASIS FROM DESIGN KM. 138+000 TO KM. 154+036 [EX 2-2017 11/2023,NHIDCL,ROAD TRANSPORT AND HIGHWAYS,2025-05,2025-08,2025-05,2023-11,96.62,2024-12,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N24000686,FOUR LANING OF DIMAPUR KOHIMA ROAD FROM DESIGN KM 123.840 TO KM 138.775 (EXISTING KM 124.100 TO KM 1 3-2016 9/2019,NHIDCL,ROAD TRANSPORT AND HIGHWAYS,2025-05,2025-08,2025-05,2019-09,99.81,2025-05,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N24000688,FOUR LANING OF EXISTING DIMAPUR KOHIMA ROAD FROM DESIGN KM 152.490 TO KM 166.700 (EXISTING KM 156.00 3-2016 8/2022,NHIDCL,ROAD TRANSPORT AND HIGHWAYS,2025-05,2025-08,2025-05,2022-08,91.49,2025-09,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N24000697,FOUR LANNING OF CHOLOPURAM- THANJAVUR 8-2017 9/2020,NHAI,ROAD TRANSPORT AND HIGHWAYS,2025-05,2025-08,2025-05,2020-09,99.5,2025-06,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N24000736,REHABILITATION AND UPGRADATION OF CUTTACK-ANGUL SECTION TO 4 LANE (KM 60.20) TO (KM 112.0) PKG II ON 1-2018 9/2020,NHAI,ROAD TRANSPORT AND HIGHWAYS,2025-05,2025-08,2025-05,2020-09,97.98,2025-07,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N24000742,2 LANE WITH PAVED SHOULDER FROM KM 399.00 TO KM 430.00 OF KARANPARYAG TO CHAMOLI UNDER CHARDHAM PARI 3-2018 11/2020,NHIDCL,ROAD TRANSPORT AND HIGHWAYS,2025-05,2025-08,2025-05,2020-11,98.93,2024-03,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N24000743,2 LANE WITH PAVED SHOULDER FROM KM 430.00 TO KM 468.00 OF CHAMOLI TO PAINI UNDER CHARDHAM PARIYOJNA 3-2018 11/2020,NHIDCL,ROAD TRANSPORT AND HIGHWAYS,2025-05,2025-08,2025-05,2020-11,99.88,2024-03,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N24000745,"2 LANE WITH HARD SHOLDER , REHABILITATION AND UP GRADATION OF SECTION FROM KM 242.0 TO KM 298.0 OF N 3-2017 12/2019",NHIDCL,ROAD TRANSPORT AND HIGHWAYS,2025-05,2025-08,2025-05,2019-12,95.1,2025-06,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N24000749,REHABILITATION AND UP GRADATION OF SECTION FROM KM 206.00 TO KM 242.00 (NIMBUTALA TO AUSTIN CREEK) O 3-2018 9/2020,NHIDCL,ROAD TRANSPORT AND HIGHWAYS,2025-05,2025-08,2025-05,2020-09,82.97,2025-07,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N24000752,(I) CONSTRUCTION OF FOUR/SIX LANING FROM KM 132.375 TO KM 158.058 (TOTAL NEW ALIGNMENT LENGTH OF 20. 2-2017 9/2020,NHIDCL,ROAD TRANSPORT AND HIGHWAYS,2025-05,2025-08,2025-05,2020-09,100.0,2025-04,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N24000753,(II) CONSTRUCTION OF DIMAPUR BYPASS (ASSAM PORTION) OF 4/6 LANE PAVEMENT ON EPC BASIS FROM EXISTING 3-2018 11/2022,NHIDCL,ROAD TRANSPORT AND HIGHWAYS,2025-05,2025-08,2025-05,2022-11,100.0,2025-04,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N24000767,CONSTRUCTION OF 2-LANE WITH PAVED SHOULDER INCLUDING GEOMETRIC IMPROVEMENT FROM KM 0.000 TO KM 16.00,NHIDCL,SIKKIM,2025-05,2025-08,2025-05,2022-04,96.55,2023-12,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N24000771,WIDENING TO 2-LANE WITH GEOMETRIC IMPROVEMENTS OF TURA DALU ROAD UNDER JICA FUNDING FROM KM 85.000 T 4-2017 9/2021,NHIDCL,ROAD TRANSPORT AND HIGHWAYS,2025-05,2025-08,2025-05,2021-09,92.01,2025-06,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N24000772,RECONSTRUCTION WITH GEOMETRIC IMPROVEMENT OF EXISTING 2 LANE/INTERMEDIATE LANE TO 2LANE WITH PAVED S 12-2017 12/2019,MoRTH,ROAD TRANSPORT AND HIGHWAYS,2025-05,2025-08,2025-05,2019-12,100.0,2019-12,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N24000773,RECONSTRUCTION WITH GEOMETRIC IMPROVEMENT OF EXISTING 2 LANE/INTERMEDIATE LANE TO 2LANE WITH PAVED S 12-2017 12/2019,MoRTH,ROAD TRANSPORT AND HIGHWAYS,2025-05,2025-08,2025-05,2019-12,100.0,2019-12,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N24000774,WIDENING OF EXISTING SINGLE LANE ROAD TO TWO LANE WITH PAVED SHOULDERS CONFIGURATION FROM KM. 235.00 12-2017 12/2019,MoRTH,ROAD TRANSPORT AND HIGHWAYS,2025-05,2025-08,2025-05,2019-12,100.0,2019-12,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N24000776,RECONSTRUCTION WITH GEOMETIC IMPROVEMENT OF EXISTING TWO LANE TO 2- LANE WITH PAVED SHOULDERS CONFIG 11-2017 11/2019,MoRTH,ROAD TRANSPORT AND HIGHWAYS,2025-05,2025-08,2025-05,2019-11,100.0,2019-11,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N24000777,RECONSTRUCTION WITH GEOMETIC IMPROVEMENT OF SINGLE LANE TO 2- LANE WITH PAVED SHOULDER CONFIGURATION 11-2017 11/2019,MoRTH,ROAD TRANSPORT AND HIGHWAYS,2025-05,2025-08,2025-05,2019-11,100.0,2019-11,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N24000778,RECONSTRUCTION WITH GEOMETRIC IMPROVEMENT OF EXISTING SINGLE/INTERMEDIATE LANE TO 2LANE WITH PAVED S 11-2017 11/2019,MoRTH,ROAD TRANSPORT AND HIGHWAYS,2025-05,2025-08,2025-05,2019-11,100.0,2019-11,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N24000780,REHABILITATION AND UP GRADATION OF 2 LANE/ 2 LANE WITH PAVED SHOULDER FROM EXISTING KM. 172.900 TO K 2-2018,MoRTH,ROAD TRANSPORT AND HIGHWAYS,2025-05,2025-08,2025-05,,100.0,2023-04,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N24000782,REHABILITATION AND UPGRADATION OF 2 LANE WITH PAVED SHOULDER FROM EXISTING KM. 195.175 TO KM. 220.00 3-2018,MoRTH,ROAD TRANSPORT AND HIGHWAYS,2025-05,2025-08,2025-05,,,,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N24000798,SIX LANING OF HAPUR BYPASS TO MORADABAD SECTION INCLUDING HAPUR BYPASS FROM KM 50.000 (DESIGN CHAINA 3-2018 11/2021,NHAI,ROAD TRANSPORT AND HIGHWAYS,2025-05,2025-08,2025-05,2021-11,99.65,2025-06,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N24000821,RECONSTRUCTION WITH GEOMETRIC IMPROVEMENT OF EXISTING 2 LANE/INTERMEDIATE LANE TO 2LANE WITH PAVED S 11-2017 11/2019,MoRTH,ROAD TRANSPORT AND HIGHWAYS,2025-05,2025-08,2025-05,2019-11,100.0,2019-11,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N24000851,CONSTRUCTION OF 8 LANING OF EXISTING 4 LANE VADAPE TO THANE FROM KM 539.202 TO KM 563.000 SECTION OF 3-2018 7/2021,NHAI,ROAD TRANSPORT AND HIGHWAYS,2025-05,2025-08,2025-05,2021-07,59.0,2025-12,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
