project_id,project_name,agency,state,prediction_month,evaluation_month,physical_progress_t,expenditure_ratio_pct_t,divergence_spread_t,schedule_slippage_months_t,months_since_last_progress_increase_t,s_stag,s_vel,s_sched,s_div,s_rep,flag_stag,flag_vel,flag_sched,flag_div,flag_rep,total_stress_flags,index_rule_based,index_equal_weighted,execution_stress_index,split
613808,MURAIDIH UG PROJECT,Ministry of Coal,JHARKHAND,2025-12,2026-03,70.0,56.19795804278106,-13.80204195721894,,8,0.79,1.0,0.4,0.0,0.2,1,1,1,0,1,4,0.8,0.478,0.567,VAL
615183,"KHADIA EXPANSION [10 TO 16 MTP Multi-States (Madhya Pradesh,",Northern Coalfields Limited [NCL],"MULTI-STATES (MADHYA PRADESH, UTTAR PRADESH)",2025-12,2026-03,52.0,52.4782882827913,0.4782882827912971,,0,0.0,0.25,0.15,0.0064,0.1,0,0,1,0,0,1,0.2,0.1013,0.0963,VAL
615184,SAONER UG MINE -1 EXPANSION 1.,Western Coalfields Limited [WCL],MAHARASHTRA,2025-12,2026-03,68.0,63.89083275017495,-4.109167249825049,,5,0.796,1.0,0.0,0.0,0.1,1,1,0,0,0,2,0.4,0.3792,0.4988,VAL
615185,AMALGAMATED DHANKASA & JAMUNIA,Western Coalfields Limited [WCL],MADHYA PRADESH,2025-12,2026-03,66.0,24.10070140280561,-41.89929859719439,,5,0.802,1.0,0.0,0.0,0.1,1,1,0,0,0,2,0.4,0.3804,0.5006,VAL
615186,SASTI EXPANSION OPENCAST,Western Coalfields Limited [WCL],MAHARASHTRA,2025-12,2026-03,20.0,28.78009027081243,8.78009027081243,,1,0.235,1.0,0.0,0.1171,0.1,1,1,0,0,0,2,0.4,0.2904,0.3539,VAL
615187,RPR OF VISHNUPURI UG TO OC,Western Coalfields Limited [WCL],MADHYA PRADESH,2025-12,2026-03,11.0,0.0,-11.0,,5,0.967,1.0,0.0,0.0,0.1,1,1,0,0,0,2,0.4,0.4134,0.5501,VAL
615188,"Project Assessment, Infrastructure Monitoring and Analytics for Nation-building 85 NEW MAJRI UG TO OC 3 MTY COST",PAIMANA,MAHARASHTRA,2025-12,2026-03,60.25,100.0,39.75,,0,0.0,0.0,0.0,0.53,0.1,0,0,0,1,0,1,0.2,0.126,0.116,VAL
615189,MAKARDHOKRA EXPN OC 4.9 MTY,Western Coalfields Limited [WCL],MAHARASHTRA,2025-12,2026-03,11.0,23.59687180479177,12.596871804791771,,8,0.967,1.0,0.0,0.168,0.1,1,1,0,0,0,2,0.4,0.447,0.5837,VAL
615190,SINGHORI DEEP OC MIN 2.0 MTY,Western Coalfields Limited [WCL],MAHARASHTRA,2025-12,2026-03,6.0,10.689501116902456,4.689501116902456,,8,0.982,1.0,0.0,0.0625,0.1,1,1,0,0,0,2,0.4,0.4289,0.5671,VAL
615191,KATKONA RO UG MINE,South Eastern Coalfields Limited [SECL],CHHATTISGARH,2025-12,2026-03,2.0,18.63248382491419,16.63248382491419,,8,0.994,1.0,0.0,0.2218,0.1,1,1,0,0,0,2,0.4,0.4632,0.6026,VAL
615192,GOKUL EXTENSION OC MINE,Western Coalfields Limited [WCL],MAHARASHTRA,2025-12,2026-03,8.0,15.039731248788682,7.039731248788682,,5,0.976,1.0,0.0,0.0939,0.1,1,1,0,0,0,2,0.4,0.434,0.5716,VAL
615193,BASUNDHARA WEST EXTENSION OPEN,MCL - CIL,ODISHA,2025-12,2026-03,65.0,57.41417092768445,-7.585829072315548,,0,0.0,0.6667,0.4,0.0,0.2,0,1,1,0,1,3,0.6,0.2533,0.2467,VAL
615194,URDHAN EXPANSION OC COST PLUS,Western Coalfields Limited [WCL],MADHYA PRADESH,2025-12,2026-03,0.0,13.142884764114465,13.142884764114465,,8,1.0,1.0,0.0,0.1752,0.1,1,1,0,0,0,2,0.4,0.455,0.595,VAL
615195,SHARDA UG MINE,Western Coalfields Limited [WCL],MADHYA PRADESH,2025-12,2026-03,9.0,2.6526315789473687,-6.347368421052631,,8,0.973,1.0,0.0,0.0,0.1,1,1,0,0,0,2,0.4,0.4146,0.5519,VAL
615199,KOLGAON EXPANSION DEEP OC MINE,Western Coalfields Limited [WCL],MAHARASHTRA,2025-12,2026-03,2.0,6.4868401187660405,4.4868401187660405,,8,0.994,1.0,0.0,0.0598,0.1,1,1,0,0,0,2,0.4,0.4308,0.5702,VAL
615202,Capacity expansion of Deposit-14 and 14 NMZ at Kirandul Steel Total (1) 1700 155.07,National Mineral Development Corporation Limited [NMDC],CHHATTISGARH,2025-12,2026-03,10.0,8.829859924837717,-1.1701400751622835,,0,0.0,0.25,0.0,0.0,0.1,0,0,0,0,0,0,0.0,0.07,0.0725,VAL
615206,GANDHIGRAM UG MINE,Western Coalfields Limited [WCL],MADHYA PRADESH,2025-12,2026-03,56.0,4.355909694555113,-51.64409030544489,,4,0.832,1.0,0.0,0.0,0.1,1,1,0,0,0,2,0.4,0.3864,0.5096,VAL
615327,50 MW Solar PP Minedout Area,NLC India Limited [NLCIL],TAMIL NADU,2025-12,2026-03,85.0,75.90698527725543,-9.09301472274457,,0,0.0,0.0,0.15,0.0,0.3,0,0,1,0,1,2,0.4,0.09,0.0525,VAL
615330,BALLARPUR NORTH WEST OC MINE,Western Coalfields Limited [WCL],MAHARASHTRA,2025-12,2026-03,4.0,0.0055430836174163,-3.9944569163825836,,5,0.988,1.0,0.0,0.0,0.1,1,1,0,0,0,2,0.4,0.4176,0.5564,VAL
615331,GADEGAON OC 3 MTY,Western Coalfields Limited [WCL],MAHARASHTRA,2025-12,2026-03,0.0,0.0160833115538489,0.0160833115538489,,5,1.0,1.0,0.0,0.0002,0.0,1,1,0,0,0,2,0.4,0.4,0.55,VAL
615332,Transmission System for Evacuation of Power from Rajasthan REZ Ph-IV [Part-2 5.5 GW][Jaisalmer/Barmer Complex] Part B [SPV Name POWERGRID Sirohi Transmission Limited],Power Grid Corporation of India Limited [POWERGRID],RAJASTHAN,2025-12,2026-03,32.0,38.427874351936566,6.427874351936566,,0,0.0,0.0,0.0,0.0857,0.1,0,0,0,0,0,0,0.0,0.0371,0.0271,VAL
615333,"Transmission System for Evacuation of Power from Rajasthan REZ Ph-IV [Part-2 5.5 GW] [Jaisalmer/Barmer Complex] Part D [SPV Name POWERGRID Beawar Mandsaur Transmission Limited] Multi-States (Madhya Pradesh,",Power Grid Corporation of India Limited [POWERGRID],"MULTI-STATES (MADHYA PRADESH, RAJASTHAN)",2025-12,2026-03,29.0,37.99820386169735,8.998203861697348,,0,0.0,0.0833,0.0,0.12,0.1,0,0,0,0,0,0,0.0,0.0607,0.0548,VAL
615334,"Transmission System for Evacuation of Power from Rajasthan REZ Ph-IV [Part-2 5.5 GW] [Jaisalmer/Barmer Complex] Part E [SPV Name POWERGRID Mewar Transmission Limited] Multi-States (Madhya Pradesh,",Power Grid Corporation of India Limited [POWERGRID],"MULTI-STATES (MADHYA PRADESH, RAJASTHAN)",2025-12,2026-03,32.0,36.999384804675486,4.999384804675486,,0,0.0,0.0,0.0,0.0667,0.1,0,0,0,0,0,0,0.0,0.0333,0.0233,VAL
615335,Transmission System Strengthening for Interconnections of Bhadla-III & Bikaner III Complex [SPV Name POWERGRID BHADLA BIKANER TRANSMISSION LIMITED],Power Grid Corporation of India Limited [POWERGRID],RAJASTHAN,2025-12,2026-03,18.0,20.98986975397974,2.9898697539797396,,0,0.0,0.0,0.0,0.0399,0.1,0,0,0,0,0,0,0.0,0.028,0.018,VAL
615337,Additional Transmission System for evacuation of Power from Bhadla-III PS as part of Rajasthan REZ Phase III Scheme [20 GW] [SPV Name POWERGRID Bhadla-III Power Transmission Limited],Power Grid Corporation of India Limited [POWERGRID],RAJASTHAN,2025-12,2026-03,38.0,35.09214092140922,-2.907859078590782,,0,0.0,0.0,0.0,0.0,0.1,0,0,0,0,0,0,0.0,0.02,0.01,VAL
615338,TRANSMISSION SYSTEM FOR EVACUATION OF POWER FROM RAJASTHAN REZ PH -IV [PART-2 5.5 GW] [JAISALMER/BARMER COMPLEX] PART F [SPV Name POWERGRID BARMER I TRANSMISSION LIMITED],Power Grid Corporation of India Limited [POWERGRID],RAJASTHAN,2025-12,2026-03,22.0,23.987202925045704,1.987202925045704,,0,0.0,0.0,0.0,0.0265,0.1,0,0,0,0,0,0,0.0,0.0253,0.0153,VAL
615339,"Transmission system for evacuation of power from Rajasthan REZ Ph-IV [Part- 3/6GW] [Bikaner complex] Part A [SPV Name POWERGRID Bikaner IV Transmission Limited] Multi-States (Haryana, Punjab,",Power Grid Corporation of India Limited [POWERGRID],"MULTI-STATES (HARYANA, PUNJAB, RAJASTHAN)",2025-12,2026-03,14.0,14.02311945049422,0.02311945049421915,,0,0.0,0.25,0.0,0.0003,0.1,0,0,0,0,0,0,0.0,0.0701,0.0726,VAL
615340,TRANSMISSION SYSTEM FOR EVACUATION OF POWER FROM RAJASTHAN REZ PH-IV [PART-3/ 6 GW] [BIKANER COMPLEX] PART B [SPV Name POWERGRID Siwani Transmission Limited],Power Grid Corporation of India Limited [POWERGRID],"(HARYANA, RAJASTHAN)",2025-12,2026-03,21.0,14.664177711405635,-6.335822288594365,,0,0.0,0.0,0.0,0.0,0.1,0,0,0,0,0,0,0.0,0.02,0.01,VAL
615342,Augmentation of Transformation Capacity at jam Khambhaliya PS [GIS] [SPV Name POWERGRID Jam Khambhaliya Transmission Limited],Power Grid Corporation of India Limited [POWERGRID],GUJARAT,2025-12,2026-03,5.0,4.458966565349544,-0.5410334346504557,,0,0.0,0.5,0.0,0.0,0.1,0,0,0,0,0,0,0.0,0.12,0.135,VAL
615343,Provision of Dynamic Reactive Compensation at Khavda pooling Station 1 [KPS1] and Khavda Pooling station 3 [KPS3],Power Grid Corporation of India Limited [POWERGRID],GUJARAT,2025-12,2026-03,2.0,1.6187624750499,-0.3812375249501001,,2,0.497,0.6667,0.0,0.0,0.1,1,1,0,0,0,2,0.4,0.2527,0.3258,VAL
615344,Transmission System for Evacuation of Power from Rajasthan REZ Ph-IV [Part-2 5.5GW] [Jaisalmer/Barmer Complex] Part H1 [POWERGRID KURAWAR TRANSMISSION LIMITED],Power Grid Corporation of India Limited [POWERGRID],MADHYA PRADESH,2025-12,2026-03,24.0,29.93957539466521,5.939575394665209,,0,0.0,0.0,0.0,0.0792,0.1,0,0,0,0,0,0,0.0,0.0358,0.0258,VAL
615345,Transmission System for Evacuation of Power from Potential Renewable Energy Zone in Khavda area of Gujarat under Phase-IV [7GW] Part B [SPV Name POWERGRID South Olpad Transmission Limited],Power Grid Corporation of India Limited [POWERGRID],GUJARAT,2025-12,2026-03,12.0,22.00083927822073,10.000839278220731,,0,0.0,0.3333,0.0,0.1333,0.1,0,0,0,0,0,0,0.0,0.1133,0.12,VAL
615346,Transmission System for Evacuation of Power from Rajasthan REZ Ph-IV [Part-2 5.5 GW] [Jaisalmer/Barmer Complex] Part C [SPV Name POWERGRID Mandsaur Transmission Limited],Power Grid Corporation of India Limited [POWERGRID],MADHYA PRADESH,2025-12,2026-03,47.0,40.997784342688334,-6.002215657311666,,0,0.0,0.0,0.0,0.0,0.1,0,0,0,0,0,0,0.0,0.02,0.01,VAL
615347,TRANSMISSION SYSTEM FOR EVACUATION OF POWER FROM POTENTIAL RENEWABLE ENERGY ZONE IN KHAVDA AREA OF GUJARAT UNDER PHASE-V,8 GW] PART A [SPV Name POWERGRID West Central Transmission Limited,"(GUJARAT, MAHARASHTRA)",2025-12,2026-03,5.0,8.001853418751763,3.0018534187517627,,0,0.0,0.4167,0.0,0.04,0.1,0,0,0,0,0,0,0.0,0.1113,0.1222,VAL
615349,TAPIN SOUTH EXPN,Ministry of Coal,JHARKHAND,2025-12,2026-03,21.0,9.556876871663556,-11.443123128336444,,0,0.0,0.6667,0.0,0.0,0.1,0,1,0,0,0,1,0.2,0.1533,0.1767,VAL
615818,Jawahar Khani Open Cast Mine,Singareni Collieries Company Limited [SCCL],TELANGANA,2025-12,2026-03,20.0,15.798308043507452,-4.201691956492548,,8,0.94,1.0,0.15,0.0,0.2,1,1,1,0,1,4,0.8,0.458,0.5745,VAL
615820,TIKAK EXTENSION OCP,MIS MoCoal Integration Logins,ASSAM,2025-12,2026-03,88.0,50.99205107341803,-37.00794892658197,,0,0.0,0.0,0.0,0.0,0.1,0,0,0,0,0,0,0.0,0.02,0.01,VAL
615821,TIRAP OCP,MIS MoCoal Integration Logins,ASSAM,2025-12,2026-03,3.0,36.48517929938506,33.48517929938506,,3,0.7432,1.0,0.0,0.4465,0.1,1,1,0,1,0,3,0.6,0.4579,0.5723,VAL
615822,SIRKA OC,Ministry of Coal,JHARKHAND,2025-12,2026-03,53.0,63.091284444843375,10.091284444843375,,5,0.841,1.0,0.0,0.1346,0.1,1,1,0,0,0,2,0.4,0.4151,0.5392,VAL
615843,TETARIAKHAR OC,Ministry of Coal,JHARKHAND,2025-12,2026-03,29.0,20.343298291721418,-8.656701708278582,,4,0.913,1.0,0.15,0.0,0.1,1,1,1,0,0,3,0.6,0.4326,0.5564,VAL
615857,Naini Coal Mine,Singareni Collieries Company Limited [SCCL],ODISHA,2025-12,2026-03,80.0,99.39915031357476,19.399150313574765,,8,0.76,1.0,0.0,0.2587,0.1,1,1,0,0,0,2,0.4,0.4237,0.5397,VAL
615858,Kalyanikhani Opencast Project,Singareni Collieries Company Limited [SCCL],TELANGANA,2025-12,2026-03,75.0,74.14134054954205,-0.8586594504579494,,8,0.775,1.0,0.0,0.0,0.1,1,1,0,0,0,2,0.4,0.375,0.4925,VAL
615860,Godavarikhani Coal Mine - 5,Singareni Collieries Company Limited [SCCL],TELANGANA,2025-12,2026-03,71.0,32.39819451765946,-38.60180548234054,,5,0.787,1.0,0.15,0.0,0.1,1,1,1,0,0,3,0.6,0.4074,0.5186,VAL
615861,Indaram Opencast Project,Singareni Collieries Company Limited [SCCL],TELANGANA,2025-12,2026-03,80.0,95.36498669993644,15.364986699936438,,8,0.76,1.0,0.15,0.2049,0.2,1,1,1,0,1,4,0.8,0.463,0.5615,VAL
615862,Goleti Opencast Mine,Singareni Collieries Company Limited [SCCL],TELANGANA,2025-12,2026-03,21.0,23.217592592592588,2.217592592592588,,3,0.7027,1.0,0.0,0.0296,0.1,1,1,0,0,0,2,0.4,0.3665,0.4767,VAL
615863,Venkatesh Khani Coal Mine,Singareni Collieries Company Limited [SCCL],TELANGANA,2025-12,2026-03,97.0,98.48090815273478,1.4809081527347843,,2,0.3545,0.6667,0.0,0.0197,0.1,1,1,0,0,0,2,0.4,0.2282,0.287,VAL
615865,Kakatiyakhani OC - 2 Project,Singareni Collieries Company Limited [SCCL],TELANGANA,2025-12,2026-03,63.0,52.07495140364359,-10.925048596356412,,8,0.811,1.0,0.15,0.0,0.1,1,1,1,0,0,3,0.6,0.4122,0.5258,VAL
615914,GHONSA EXPANSION DEEP OC MINE,Western Coalfields Limited [WCL],MAHARASHTRA,2025-12,2026-03,5.0,8.055871365924963,3.055871365924963,,8,0.985,1.0,0.0,0.0407,0.1,1,1,0,0,0,2,0.4,0.4251,0.5636,VAL
615916,AMLG GAURI PAUNI EXPANSION OC,Western Coalfields Limited [WCL],MAHARASHTRA,2025-12,2026-03,2.0,6.540919515838101,4.540919515838101,,2,0.497,0.6667,0.0,0.0605,0.1,1,1,0,0,0,2,0.4,0.2648,0.3379,VAL
615917,GAURIDEEP/GAURI CENTRAL OCP 7.,Western Coalfields Limited [WCL],MAHARASHTRA,2025-12,2026-03,0.0,0.0688542448128089,0.0688542448128089,,5,1.0,1.0,0.0,0.0009,0.1,1,1,0,0,0,2,0.4,0.4202,0.5602,VAL
615918,RPR OF BHANEGAON OC,Western Coalfields Limited [WCL],MAHARASHTRA,2025-12,2026-03,7.0,3.1194471865745315,-3.8805528134254685,,5,0.979,1.0,0.0,0.0,0.1,1,1,0,0,0,2,0.4,0.4158,0.5537,VAL
615919,N. EXTN. MUNGOLI NIRGUDA D OCP,Western Coalfields Limited [WCL],MAHARASHTRA,2025-12,2026-03,0.0,17.158579777736584,17.158579777736584,,5,1.0,1.0,0.0,0.2288,0.1,1,1,0,0,0,2,0.4,0.4658,0.6058,VAL
615982,NILJAI EXPANSION DEEP OCP,Western Coalfields Limited [WCL],MAHARASHTRA,2025-12,2026-03,79.0,58.51446442533229,-20.485535574667708,,8,0.763,1.0,0.4,0.0,0.2,1,1,1,0,1,4,0.8,0.4726,0.5589,VAL
616044,UKNI DEEP OC MINE -COST PLUS,Western Coalfields Limited [WCL],MAHARASHTRA,2025-12,2026-03,87.0,69.944317894204,-17.055682105795995,,8,0.739,1.0,0.4,0.0,0.2,1,1,1,0,1,4,0.8,0.4678,0.5517,VAL
616050,AMALGAMATED INDER-KAMPTEE DEEP,Western Coalfields Limited [WCL],MAHARASHTRA,2025-12,2026-03,98.0,56.06189063162357,-41.93810936837643,,5,0.706,1.0,0.35,0.0,0.2,1,1,1,0,1,4,0.8,0.4512,0.5343,VAL
616223,ADASA UG TO OC MINE,Western Coalfields Limited [WCL],MAHARASHTRA,2025-12,2026-03,86.0,66.05379746835442,-19.946202531645582,,5,0.742,1.0,0.35,0.0,0.2,1,1,1,0,1,4,0.8,0.4584,0.5451,VAL
616225,CHUPERBHITA SIMLONG OCP MDO 6,Eastern Coal Fields Limited [ECL],JHARKHAND,2025-12,2026-03,0.0,0.0,0.0,,6,1.0,1.0,0.0,0.0,0.1,1,1,0,0,0,2,0.4,0.42,0.56,VAL
616226,INTEGRATED KULDA GARJANBAHAL O,Mahanadi Coalfields Limited [MCL],ODISHA,2025-12,2026-03,3.0,16.95271502736074,13.952715027360739,,3,0.7432,1.0,0.0,0.186,0.1,1,1,0,0,0,2,0.4,0.4059,0.5202,VAL
616227,"Chandil - Anara - Damodar - 3rd line [121.26 km] Multi-States (Jharkhand, West",CAO/C/SER,"MULTI-STATES (JHARKHAND, WEST BENGAL)",2025-12,2026-03,0.0,0.0253621875663169,0.0253621875663169,,3,0.75,1.0,0.0,0.0003,0.4,1,1,0,0,1,3,0.6,0.4301,0.5151,VAL
616229,AMAL GONDEGAON GHATROHANA EXPN,Western Coalfields Limited [WCL],MAHARASHTRA,2025-12,2026-03,0.0,0.1779998205043826,0.1779998205043826,,5,1.0,1.0,0.0,0.0024,0.1,1,1,0,0,0,2,0.4,0.4205,0.5605,VAL
616230,PARASCOLE JAMBAD OCP Electricity Generation Total (113),Eastern Coal Fields Limited [ECL],WEST BENGAL,2025-12,2026-03,0.0,0.9132420091324204,0.9132420091324204,,5,1.0,1.0,0.0,0.0122,0.1,1,1,0,0,0,2,0.4,0.4224,0.5624,VAL
616231,"Project Assessment, Infrastructure Monitoring and Analytics for Nation-building 116 BHUBANESWARI EXPN OCP 50 MTY",PAIMANA,ODISHA,2025-12,2026-03,,100.0,100.0,,0,0.0,1.0,0.0,1.0,0.4,0,1,0,1,1,3,0.6,0.48,0.49,VAL
616232,HINGULA II OC EXPN PH III 15 M,MCL - CIL,ODISHA,2025-12,2026-03,24.0,17.605403848000773,-6.394596151999227,,3,0.696,1.0,0.0,0.0,0.1,1,1,0,0,0,2,0.4,0.3592,0.4688,VAL
616233,BALABHADRA OCP,MCL - CIL,ODISHA,2025-12,2026-03,12.0,21.92878459588733,9.928784595887329,,1,0.241,0.6667,0.0,0.1324,0.1,0,1,0,0,0,1,0.2,0.228,0.2754,VAL
616234,PELMA OC MDO,South Eastern Coalfields Limited [SECL],CHHATTISGARH,2025-12,2026-03,40.0,0.9078050364049528,-39.09219496359505,,3,0.66,1.0,0.0,0.0,0.1,1,1,0,0,0,2,0.4,0.352,0.458,VAL
616235,Construction of Aviation Fuel farm Facilities at Bhogapuram Airport,Ministry of Petroleum & Natural Gas,ANDHRA PRADESH,2025-12,2026-03,89.0,56.225,-32.775,,0,0.0,0.0,0.0,0.0,0.1,0,0,0,0,0,0,0.0,0.02,0.01,VAL
616236,JARANGDIH EXPN. OCP 1.5 MTY,CCL - CIL,JHARKHAND,2025-12,2026-03,33.0,20.65786615826435,-12.342133841735649,,0,0.0,0.6667,0.0,0.0,0.1,0,1,0,0,0,1,0.2,0.1533,0.1767,VAL
616253,BLOCK E OCP,Ministry of Coal,JHARKHAND,2025-12,2026-03,3.0,0.3473011521442257,-2.6526988478557745,,4,0.991,1.0,0.0,0.0,0.1,1,1,0,0,0,2,0.4,0.4182,0.5573,VAL
616254,Visakh Raipur Pipeline Project,Ministry of Petroleum and Natural Gas,"CHHATTISGARH, ODISHA)",2025-12,2026-03,21.0,5.770343580470163,-15.229656419529837,,0,0.0,0.0,0.0,0.0,0.1,0,0,0,0,0,0,0.0,0.02,0.01,VAL
616586,Bangriposi-Gorumahisani new line [ 85.60 km ],CAO/C/SER,ODISHA,2025-12,2026-03,0.0,0.1815385835584206,0.1815385835584206,,4,1.0,1.0,0.0,0.0024,0.4,1,1,0,0,1,3,0.6,0.4805,0.5905,VAL
616587,Badampahar-Kendujhargarh new line [82.06 km],CAO/C/SER,ODISHA,2025-12,2026-03,0.0,0.060243533149937,0.060243533149937,,4,1.0,1.0,0.0,0.0008,0.4,1,1,0,0,1,3,0.6,0.4802,0.5902,VAL
616588,Buramara-Chakulia new line [59.96 km],South Eastern Railway [SER] - I,"MULTI-STATES (JHARKHAND, ODISHA, WEST BENGAL)",2025-12,2026-03,0.0,0.3207390705420352,0.3207390705420352,,1,0.25,1.0,0.0,0.0043,0.4,1,1,0,0,1,3,0.6,0.3309,0.3659,VAL
616594,Interception & Diversion with Rehabilitation of sewerage scheme at Agra under Hybrid annuity based PPP model-Namami Gange Programme,National Mission for Clean Ganga,UTTAR PRADESH,2025-12,2026-03,77.0,24.771742356782426,-52.228257643217574,,0,0.0,0.0833,0.1333,0.0,0.1,0,0,1,0,0,1,0.2,0.0633,0.0508,VAL
616600,Interception and Diversion and STP works in Bhagalpur under Hybrid annuity based PPP mode-Namami Gange Programme,National Mission for Clean Ganga,BIHAR,2025-12,2026-03,97.0,30.649180962520266,-66.35081903747974,,4,0.709,1.0,0.1667,0.0,0.3,1,1,1,0,1,4,0.8,0.4351,0.5177,VAL
616604,Pollution Abatement works for River Ganga at Hooghly Chinsurah- Municipal Town Interception & Diversion with STP Water Resources Total (8) 4039.12 1643.05,National Mission for Clean Ganga,WEST BENGAL,2025-12,2026-03,92.0,62.15342855296323,-29.846571447036773,,2,0.362,1.0,0.15,0.0,0.3,0,1,1,0,1,3,0.6,0.3624,0.4111,VAL
616605,Pollution Abatement Works for River Kali Meerut under Meerut Municipality Interception & Diversion with STP,National Mission for Clean Ganga,UTTAR PRADESH,2025-12,2026-03,41.0,5.036846143823023,-35.96315385617697,,0,0.0,0.0,0.2,0.0,0.1,0,0,1,0,0,1,0.2,0.06,0.04,VAL
616611,Sewage Treatment Plant 100MLD and Sewerage Network 288 km in Digha-Patna under Hybrid annuity based PPP mode-Namami Gange Programme,National Mission for Clean Ganga,BIHAR,2025-12,2026-03,56.0,48.14441747572816,-7.8555825242718385,,4,0.832,1.0,0.0,0.0,0.1,1,1,0,0,0,2,0.4,0.3864,0.5096,VAL
616612,Sewage Treatment Plant 50MLD and Sewerage Network 150 km in Kankarbagh- Patna under Hybrid annuity based PPP mode-Namami Gange Programme,National Mission for Clean Ganga,BIHAR,2025-12,2026-03,54.0,29.67575877973363,-24.32424122026637,,4,0.838,1.0,0.0,0.0,0.1,1,1,0,0,0,2,0.4,0.3876,0.5114,VAL
616615,"Sewer Network, SPS and STP at Begusarai",National Mission for Clean Ganga,BIHAR,2025-12,2026-03,97.0,113.80509432322005,16.805094323220047,,7,0.709,1.0,0.1333,0.2241,0.3,1,1,1,0,1,4,0.8,0.4733,0.5575,VAL
616616,"Sewer Networks, SPS and STP at Hajipur",National Mission for Clean Ganga,BIHAR,2025-12,2026-03,95.0,113.52272354926438,18.522723549264384,,8,0.715,1.0,0.1,0.247,0.3,1,1,0,0,1,3,0.6,0.4724,0.5589,VAL
616670,Transmission System for evacuation of Power from Rajasthan REZ Ph-IV [Part-4 3.5 GW] Part A [SPV name POWERGRID Ghiror Transmission Limited],Power Grid Corporation of India Limited [POWERGRID],"MULTI-STATES (RAJASTHAN, UTTAR PRADESH)",2025-12,2026-03,15.0,12.73828258638385,-2.26171741361615,,0,0.0,0.0,0.0,0.0,0.1,0,0,0,0,0,0,0.0,0.02,0.01,VAL
616671,"Project Assessment, Infrastructure Monitoring and Analytics for Nation-building 241 Transmission System under ISTS for evacuation of Power from Kudankulam Unit-3&4",PAIMANA,TAMIL NADU,2025-12,2026-03,,100.0,100.0,,0,0.0,1.0,0.0,1.0,0.4,0,1,0,1,1,3,0.6,0.48,0.49,VAL
616672,System Strengthening at Koppal-II and GadagII for integration of RE generation projects [SPV Name POWERGRID Koppal Gadag Augmentation Transmission Limited],Power Grid Corporation of India Limited [POWERGRID],KARNATAKA,2025-12,2026-03,6.0,3.6299852289512553,-2.3700147710487447,,0,0.0,0.25,0.0,0.0,0.1,0,0,0,0,0,0,0.0,0.07,0.0725,VAL
616691,"Upgradation & Extension of ESIC Hospital and Construction of PG Hostel / Staff Housing for ESIC Hospital at Andheri, Mumbai",Employee's State Insurance Company [ESIC],MAHARASHTRA,2025-12,2026-03,89.0,80.77499711682621,-8.225002883173786,,1,0.1832,1.0,0.0667,0.0,0.0,0,1,0,0,0,1,0.2,0.25,0.315,VAL
616694,Flyover between Siju and Paradeep coaching Yard to avoid Surface crossing of trains,East Coast Railway [ECoR] - II,ODISHA,2025-12,2026-03,2.0,14.942471484783582,12.942471484783582,,0,0.0,0.25,0.0,0.1726,0.4,0,0,0,0,1,1,0.2,0.1645,0.137,VAL
616695,Paradeep - Badabandha 3rd & 4th Line / 18.51kms,East Coast Railway [ECoR] - II,ODISHA,2025-12,2026-03,5.0,0.0333166749958354,-4.966683325004165,,0,0.0,0.3333,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0667,0.0833,VAL
616697,3rd & 4th line between Vadlapudi -Gate Jn. cabin and Tie line between Gate Junction to Gangavaram port,East Coast Railway [ECoR] - II,ANDHRA PRADESH,2025-12,2026-03,38.0,17.54602022297122,-20.45397977702878,,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,VAL
616699,Multi tracking of Son Nagar-Andal 374.53 rkm & 814.38 tkm Multi-States,East Central Railway [ECR] - I,"MULTI-STATES (BIHAR, JHARKHAND)",2025-12,2026-03,14.0,4.115667769345528,-9.884332230654472,,0,0.0,0.5833,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.1167,0.1458,VAL
616701,Lumding Furkating Doubling Project 140 km,Northeast Frontier Railway [NFR],"MULTI-STATES (ASSAM, NAGALAND)",2025-12,2026-03,0.0,0.6469840372934031,0.6469840372934031,,5,1.0,1.0,0.0,0.0086,0.0,1,1,0,0,0,2,0.4,0.4017,0.5517,VAL
616841,PUSHKAR- MERTA CITY NEW LINE,North Western Railway [NWR],RAJASTHAN,2025-12,2026-03,6.0,9.435495973187937,3.435495973187937,,0,0.0,0.5833,0.0,0.0458,0.0,0,0,0,0,0,0,0.0,0.1258,0.155,VAL
616842,LUNI- SAMDARI- BHILDI DOUBLING,North Western Railway [NWR],"MULTI-STATES (GUJARAT, RAJASTHAN)",2025-12,2026-03,13.0,15.180241056005494,2.180241056005494,,2,0.4805,0.6667,0.0,0.0291,0.0,1,1,0,0,0,2,0.4,0.2352,0.3166,VAL
616843,AJMER- CHANDERIYA DOUBLING,North Western Railway [NWR],RAJASTHAN,2025-12,2026-03,9.0,12.449305415374452,3.449305415374452,,0,0.0,0.5,0.0,0.046,0.0,0,0,0,0,0,0,0.0,0.1092,0.1342,VAL
