project_id,legacy_ocms_code,agency,sector,cluster_id,cluster_label,distance_to_centroid,is_outlier
618495,N24002061,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,1.4243,0
618497,N24002060,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.7641,0
618498,N24001731,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,1.363,0
618500,N24001772,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,1.3657,0
618501,N24001443,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.2894,0
618502,N24001444,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.4465,0
618503,N24001445,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,1.206,0
618504,N24001446,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,1.2709,0
618505,N24002058,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.6815,0
618509,N24001777,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,1.2449,0
618512,N24001486,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.2912,0
618513,N24001546,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.6707,0
618514,N24001493,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,1.1054,0
618515,N24001679,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.9226,0
618516,N24001598,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.8373,0
618517,N24001994,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,1.0015,0
618519,N24001968,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.8453,0
618521,N24001723,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,1.2338,0
618523,N24000738,NHAI,ROAD TRANSPORT & HIGHWAYS,0,High Administrative Cost-Revision Volatility,2.8712,0
618527,N24001301,NHAI,ROAD TRANSPORT & HIGHWAYS,3,Mega Capital High-Value Infrastructure,1.7541,0
618529,N24001826,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.4942,0
618530,N24000182,NHAI,ROAD TRANSPORT & HIGHWAYS,3,Mega Capital High-Value Infrastructure,2.4907,0
618531,N24001703,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.3555,0
618532,N24001700,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.3709,0
618533,N24000515,NHAI,ROAD TRANSPORT & HIGHWAYS,0,High Administrative Cost-Revision Volatility,4.9831,1
618537,N24002104,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,1.1158,0
618541,N24001511,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,1.5224,0
618543,N24001627,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,1.8513,0
618544,N24001622,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.854,0
618545,N24001621,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.2394,0
618546,N24001620,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.4792,0
618547,N24002059,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.7964,0
618548,N24000717,NHAI,ROAD TRANSPORT & HIGHWAYS,2,Severe Legacy Stagnation & Chronic Slippage,3.1714,0
618550,N24001619,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,1.0993,0
618552,N24001637,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,1.0543,0
618553,N24001852,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.5101,0
618554,N24001853,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.3618,0
618555,N24000442,NHAI,ROAD TRANSPORT & HIGHWAYS,0,High Administrative Cost-Revision Volatility,1.5675,0
618557,N24002071,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.6667,0
618558,N24001555,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,1.2834,0
618559,N24001556,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.3221,0
618560,N24002082,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.4933,0
618563,N24001606,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,1.5407,0
618566,N24002096,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,1.2243,0
618569,N24002063,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,1.1041,0
618570,N24001702,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,1.1085,0
618571,N24002064,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.6031,0
618575,N24001548,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.4327,0
618576,N24001545,National Highways Authority of India [NHAI],OTHER CENTRAL SECTOR,1,Standard Rapid-Execution / Linear Infrastructure,0.777,0
618578,N24001773,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.9839,0
618580,N24001535,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.5801,0
618581,N24001693,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,1.2446,0
618588,N24001798,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.2862,0
618589,N24002045,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,1.1543,0
618590,N24002046,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,1.2177,0
618594,N24001609,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,1.4266,0
618595,N24001664,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,1.0499,0
618596,N24001660,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,1.5965,0
618597,N24001661,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,1.6077,0
618598,N24001652,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,1.0217,0
618599,N24001658,NHAI,ROAD TRANSPORT & HIGHWAYS,3,Mega Capital High-Value Infrastructure,1.9366,0
618601,N24001655,NHAI,ROAD TRANSPORT & HIGHWAYS,3,Mega Capital High-Value Infrastructure,1.9657,0
618602,N24001656,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,1.4109,0
618603,N24001653,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,1.7022,0
618604,N24001648,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,1.3475,0
618605,N24001651,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,1.5077,0
618606,N24001649,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,1.6242,0
618607,N24001657,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,1.4924,0
618608,N24002113,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.8043,0
618610,N24002075,PUNJAB HARYANA BORDER,OTHER CENTRAL SECTOR,1,Standard Rapid-Execution / Linear Infrastructure,0.5947,0
618612,N24001563,PHASE-I) (AJ/DRGB-PACKAGE-6,CIVIL AVIATION,1,Standard Rapid-Execution / Linear Infrastructure,0.4229,0
618613,N24001564,PHASE-I) (AJ/DRGB-PACKAGE-7,CIVIL AVIATION,1,Standard Rapid-Execution / Linear Infrastructure,0.718,0
618614,N24001790,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.7418,0
618615,N24001794,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.7565,0
618617,N24001640,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.7301,0
618618,N24002076,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,1.2772,0
618621,N24002070,TEJAJINAGAR TO BALWARA,CIVIL AVIATION,1,Standard Rapid-Execution / Linear Infrastructure,0.7849,0
618622,N24001767,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.5494,0
618630,N24001676,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,1.4693,0
618632,N24001626,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.537,0
618634,N24001819,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.6401,0
618635,N24001818,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.404,0
618637,N24001804,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,1.0088,0
618639,N24001611,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,1.1073,0
618642,N24001595,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.5769,0
618644,N24001854,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.8006,0
618645,N24002056,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.758,0
618647,N24002091,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.6377,0
618654,N24001967,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.998,0
618663,N24002077,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.6684,0
618664,N24001614,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.73,0
618665,N24001615,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.7619,0
618673,N24001593,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,1.07,0
618674,N24001588,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.892,0
618675,N24002017,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.8714,0
618676,N24001669,PACKAGE ? OD-1,COAL,1,Standard Rapid-Execution / Linear Infrastructure,0.2351,0
618681,N24001838,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.4855,0
618687,N24002068,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.5393,0
618689,N24001746,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.5003,0
618693,N24000656,NHAI,ROAD TRANSPORT & HIGHWAYS,0,High Administrative Cost-Revision Volatility,1.4334,0
618694,N24001766,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.5806,0
618695,N24001762,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.727,0
618700,N24001824,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,1.1088,0
618701,N24002067,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,1.2145,0
618702,N24001425,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,1.2047,0
618708,N24002074,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.8357,0
618709,N24001989,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.6325,0
618710,N24001830,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,1.1698,0
618711,N24001629,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.7883,0
618722,N24002036,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,1.1616,0
618723,N24002040,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,1.0163,0
618735,N24001759,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.5323,0
618738,N24002062,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,1.6163,0
618739,N24002065,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.9244,0
618740,N24002066,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.9801,0
618741,N24001697,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.8909,0
618744,N24002084,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.7309,0
618745,N24002114,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.7368,0
618751,N24001921,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.4729,0
618756,N24001605,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.6379,0
618759,N24001849,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.6028,0
618760,N24001638,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.304,0
618761,N24001754,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,2.3444,0
618764,N24001639,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,1.7405,0
618765,N24002083,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,1.2915,0
618770,N24001729,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.7339,0
618771,N24001820,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.9032,0
618772,N24001988,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.5441,0
618774,N24001712,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,3.2425,1
618777,N24001986,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.8506,0
618778,N24001823,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,1.103,0
618779,N24001795,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,1.5107,0
618785,N24001630,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.9077,0
618787,N24001785,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,1.0632,0
618788,N24002043,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.6169,0
618789,N24001631,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.9222,0
618792,N24002042,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.8833,0
618794,N24001644,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.2943,0
618795,N24001642,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.8909,0
618796,N24000795,NHAI,ROAD TRANSPORT & HIGHWAYS,0,High Administrative Cost-Revision Volatility,1.6416,0
618798,N24002095,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,1.446,0
618799,N24001599,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.8251,0
618800,N24002109,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.8689,0
618803,N24001856,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,2.1715,0
618804,N24000811,NHAI,ROAD TRANSPORT & HIGHWAYS,0,High Administrative Cost-Revision Volatility,2.3961,0
618807,N24001979,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.4501,0
618809,N24002101,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.5456,0
618810,N24002100,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.6723,0
618819,N24001647,National Highways Authority of India [NHAI],OTHER CENTRAL SECTOR,1,Standard Rapid-Execution / Linear Infrastructure,1.6802,0
618820,N24002079,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.6091,0
618821,N24002080,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.6188,0
618825,N24001750,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.2282,0
618826,N24001980,DESIGN CHAINAGE KM 0.000,OTHER CENTRAL SECTOR,1,Standard Rapid-Execution / Linear Infrastructure,0.6246,0
618827,N24001983,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.6637,0
618828,N24002053,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.823,0
618829,N24001590,National Highways Authority of India [NHAI],OTHER CENTRAL SECTOR,1,Standard Rapid-Execution / Linear Infrastructure,0.6573,0
618830,N24002054,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.9243,0
618833,N24000592,NHAI,ROAD TRANSPORT & HIGHWAYS,0,High Administrative Cost-Revision Volatility,2.7786,0
618834,N24001827,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,1.3573,0
618835,N24001792,National Highways Authority of India [NHAI],OTHER CENTRAL SECTOR,1,Standard Rapid-Execution / Linear Infrastructure,0.4342,0
618836,N24001834,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.5375,0
618837,N24001835,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.927,0
618838,N24001558,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.35,0
618839,N24000696,NHAI,ROAD TRANSPORT & HIGHWAYS,0,High Administrative Cost-Revision Volatility,2.978,0
618840,N24000480,NHAI,ROAD TRANSPORT & HIGHWAYS,3,Mega Capital High-Value Infrastructure,2.444,0
618841,N24001699,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.6468,0
618845,N24001429,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.776,0
618847,N24001431,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,1.1278,0
618849,N24001809,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.4997,0
618850,N24000613,NHAI,ROAD TRANSPORT & HIGHWAYS,0,High Administrative Cost-Revision Volatility,3.7751,0
618852,N24001810,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,1.1024,0
618854,N24001306,NHAI,ROAD TRANSPORT & HIGHWAYS,0,High Administrative Cost-Revision Volatility,1.3112,0
618855,N24001727,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.3537,0
618856,N24002094,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.8127,0
618859,N24001732,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.274,0
618861,N24001709,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.5015,0
618864,N24001851,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,1.5664,0
618878,N24002050,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.472,0
618883,N24002086,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,1.1049,0
618884,N24002087,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.9849,0
618885,N24002089,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.482,0
618887,N24001687,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.8748,0
618888,N24002052,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.7694,0
618889,N24001808,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.7974,0
618890,N24002051,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.4936,0
618894,N24001602,NEW NH-83,CIVIL AVIATION,1,Standard Rapid-Execution / Linear Infrastructure,1.4513,0
618895,N24001601,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.6086,0
618896,N24001680,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.851,0
618897,N24000708,NHAI,ROAD TRANSPORT & HIGHWAYS,3,Mega Capital High-Value Infrastructure,3.5059,0
618902,N24000723,NHAI,ROAD TRANSPORT & HIGHWAYS,0,High Administrative Cost-Revision Volatility,1.702,0
618903,N24000665,NHAI,ROAD TRANSPORT & HIGHWAYS,0,High Administrative Cost-Revision Volatility,1.3968,0
618904,N24000187,NHAI,ROAD TRANSPORT & HIGHWAYS,3,Mega Capital High-Value Infrastructure,3.0589,0
618906,N24001643,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.4201,0
618908,N24002081,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,1.3452,0
618909,N24000788,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.4898,0
618910,N24001749,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.4218,0
618911,N24002090,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.4552,0
618913,N24000739,NHAI,ROAD TRANSPORT & HIGHWAYS,0,High Administrative Cost-Revision Volatility,3.0082,0
618915,N24001304,NHAI,ROAD TRANSPORT & HIGHWAYS,0,High Administrative Cost-Revision Volatility,1.5572,0
618916,N24001305,NHAI,ROAD TRANSPORT & HIGHWAYS,0,High Administrative Cost-Revision Volatility,1.5603,0
618919,N24001984,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.6237,0
618921,N24002049,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,1.1041,0
618925,N24001738,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.7392,0
618935,N24002044,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.5713,0
618936,N24001635,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.766,0
618937,N24001799,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.7064,0
618938,N24001796,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.5957,0
618942,N24001677,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,1.0312,0
618945,N24001522,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.7893,0
618946,N24002057,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.9841,0
618947,N24001596,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.8953,0
618949,N24002055,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.9667,0
618951,N24001589,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.3251,0
618952,N24000714,NHAI,ROAD TRANSPORT & HIGHWAYS,2,Severe Legacy Stagnation & Chronic Slippage,3.1364,0
618953,N24001371,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,1.6947,0
618955,N24000813,NHAI,ROAD TRANSPORT & HIGHWAYS,2,Severe Legacy Stagnation & Chronic Slippage,4.2333,0
